timestamp,ghi
2015-01-20 00:37:00,47.0
2015-01-20 00:37:30,46.0
2015-01-20 00:38:00,45.0
2015-01-20 00:38:30,44.0
2015-01-20 00:39:00,42.0
2015-01-20 00:39:30,41.0
2015-01-20 00:40:00,40.0
2015-01-20 00:40:30,39.0
2015-01-20 00:41:00,38.0
2015-01-20 00:41:30,37.0
2015-01-20 00:42:00,36.0
2015-01-20 00:42:30,35.0
2015-01-20 00:43:00,34.0
2015-01-20 00:43:30,33.0
2015-01-20 00:44:00,32.0
2015-01-20 00:44:30,31.0
2015-01-20 00:45:00,30.0
2015-01-20 00:45:30,29.0
2015-01-20 00:46:00,28.0
2015-01-20 00:46:30,27.0
2015-01-20 00:47:00,26.0
2015-01-20 00:47:30,25.0
2015-01-20 00:48:00,24.0
2015-01-20 00:48:30,23.0
2015-01-20 00:49:00,22.0
2015-01-20 00:49:30,21.0
2015-01-20 00:50:00,20.0
2015-01-20 00:50:30,19.0
2015-01-20 00:51:00,19.0
2015-01-20 00:51:30,18.0
2015-01-20 00:52:00,17.0
2015-01-20 00:52:30,16.0
2015-01-20 00:53:00,15.0
2015-01-20 00:53:30,14.0
2015-01-20 00:54:00,13.0
2015-01-20 00:54:30,12.0
2015-01-20 00:55:00,11.0
2015-01-20 00:55:30,10.0
2015-01-20 00:56:00,10.0
2015-01-20 00:56:30,9.0
2015-01-20 00:57:00,8.0
2015-01-20 00:57:30,7.0
2015-01-20 00:58:00,7.0
2015-01-20 00:58:30,6.0
2015-01-20 00:59:00,5.0
2015-01-20 00:59:30,5.0
2015-01-20 01:00:00,4.0
2015-01-20 01:00:30,4.0
2015-01-20 01:01:00,3.0
2015-01-20 01:01:30,3.0
2015-01-20 01:02:00,2.0
2015-01-20 01:02:30,2.0
2015-01-20 01:03:00,2.0
2015-01-20 01:03:30,1.0
2015-01-20 01:04:00,1.0
2015-01-20 01:04:30,1.0
2015-01-20 01:05:00,0.0
2015-01-20 01:05:30,0.0
2015-01-20 01:06:00,0.0
2015-01-20 01:06:30,0.0
2015-01-20 01:07:00,0.0
2015-01-20 01:07:30,0.0
2015-01-20 01:08:00,0.0
2015-01-20 01:08:30,0.0
2015-01-20 01:09:00,0.0
2015-01-20 01:09:30,0.0
2015-01-20 01:10:00,0.0
2015-01-20 01:10:30,0.0
2015-01-20 01:11:00,0.0
2015-01-20 01:11:30,0.0
2015-01-20 01:12:00,0.0
2015-01-20 01:12:30,0.0
2015-01-20 01:13:00,0.0
2015-01-20 01:13:30,0.0
2015-01-20 01:14:00,0.0
2015-01-20 01:14:30,0.0
2015-01-20 01:15:00,0.0
2015-01-20 01:15:30,0.0
2015-01-20 01:16:00,0.0
2015-01-20 01:16:30,0.0
2015-01-20 01:17:00,0.0
2015-01-20 01:17:30,0.0
2015-01-20 01:18:00,0.0
2015-01-20 01:18:30,0.0
2015-01-20 01:19:00,0.0
2015-01-20 01:19:30,0.0
2015-01-20 01:20:00,0.0
2015-01-20 01:20:30,0.0
2015-01-20 01:21:00,0.0
2015-01-20 01:21:30,0.0
2015-01-20 01:22:00,0.0
2015-01-20 01:22:30,0.0
2015-01-20 01:23:00,0.0
2015-01-20 01:23:30,0.0
2015-01-20 01:24:00,0.0
2015-01-20 01:24:30,0.0
2015-01-20 01:25:00,0.0
2015-01-20 01:25:30,0.0
2015-01-20 01:26:00,0.0
2015-01-20 01:26:30,0.0
2015-01-20 01:27:00,0.0
2015-01-20 01:27:30,0.0
2015-01-20 01:28:00,0.0
2015-01-20 01:28:30,0.0
2015-01-20 01:29:00,0.0
2015-01-20 01:29:30,0.0
2015-01-20 01:30:00,0.0
2015-01-20 01:30:30,0.0
2015-01-20 01:31:00,0.0
2015-01-20 01:31:30,0.0
2015-01-20 01:32:00,0.0
2015-01-20 01:32:30,0.0
2015-01-20 01:33:00,0.0
2015-01-20 01:33:30,0.0
2015-01-20 01:34:00,0.0
2015-01-20 01:34:30,0.0
2015-01-20 01:35:00,0.0
2015-01-20 01:35:30,0.0
2015-01-20 01:36:00,0.0
2015-01-20 01:36:30,0.0
2015-01-20 01:37:00,0.0
2015-01-20 01:37:30,0.0
2015-01-20 01:38:00,0.0
2015-01-20 01:38:30,0.0
2015-01-20 01:39:00,0.0
2015-01-20 01:39:30,0.0
2015-01-20 01:40:00,0.0
2015-01-20 01:40:30,0.0
2015-01-20 01:41:00,0.0
2015-01-20 01:41:30,0.0
2015-01-20 01:42:00,0.0
2015-01-20 01:42:30,0.0
2015-01-20 01:43:00,0.0
2015-01-20 01:43:30,0.0
2015-01-20 01:44:00,0.0
2015-01-20 01:44:30,0.0
2015-01-20 01:45:00,0.0
2015-01-20 01:45:30,0.0
2015-01-20 01:46:00,0.0
2015-01-20 01:46:30,0.0
2015-01-20 01:47:00,0.0
2015-01-20 01:47:30,0.0
2015-01-20 01:48:00,0.0
2015-01-20 01:48:30,0.0
2015-01-20 01:49:00,0.0
2015-01-20 01:49:30,0.0
2015-01-20 01:50:00,0.0
2015-01-20 01:50:30,0.0
2015-01-20 01:51:00,0.0
2015-01-20 01:51:30,0.0
2015-01-20 01:52:00,0.0
2015-01-20 01:52:30,0.0
2015-01-20 01:53:00,0.0
2015-01-20 01:53:30,0.0
2015-01-20 01:54:00,0.0
2015-01-20 01:54:30,0.0
2015-01-20 01:55:00,0.0
2015-01-20 01:55:30,0.0
2015-01-20 01:56:00,0.0
2015-01-20 01:56:30,0.0
2015-01-20 01:57:00,0.0
2015-01-20 01:57:30,0.0
2015-01-20 01:58:00,0.0
2015-01-20 01:58:30,0.0
2015-01-20 01:59:00,0.0
2015-01-20 01:59:30,0.0
2015-01-20 02:00:00,0.0
2015-01-20 02:00:30,0.0
2015-01-20 02:01:00,0.0
2015-01-20 02:01:30,0.0
2015-01-20 02:02:00,0.0
2015-01-20 02:02:30,0.0
2015-01-20 02:03:00,0.0
2015-01-20 02:03:30,0.0
2015-01-20 02:04:00,0.0
2015-01-20 02:04:30,0.0
2015-01-20 02:05:00,0.0
2015-01-20 02:05:30,0.0
2015-01-20 02:06:00,0.0
2015-01-20 02:06:30,0.0
2015-01-20 02:07:00,0.0
2015-01-20 02:07:30,0.0
2015-01-20 02:08:00,0.0
2015-01-20 02:08:30,0.0
2015-01-20 02:09:00,0.0
2015-01-20 02:09:30,0.0
2015-01-20 02:10:00,0.0
2015-01-20 02:10:30,0.0
2015-01-20 02:11:00,0.0
2015-01-20 02:11:30,0.0
2015-01-20 02:12:00,0.0
2015-01-20 02:12:30,0.0
2015-01-20 02:13:00,0.0
2015-01-20 02:13:30,0.0
2015-01-20 02:14:00,0.0
2015-01-20 02:14:30,0.0
2015-01-20 02:15:00,0.0
2015-01-20 02:15:30,0.0
2015-01-20 02:16:00,0.0
2015-01-20 02:16:30,0.0
2015-01-20 02:17:00,0.0
2015-01-20 02:17:30,0.0
2015-01-20 02:18:00,0.0
2015-01-20 02:18:30,0.0
2015-01-20 02:19:00,0.0
2015-01-20 02:19:30,0.0
2015-01-20 02:20:00,0.0
2015-01-20 02:20:30,0.0
2015-01-20 02:21:00,0.0
2015-01-20 02:21:30,0.0
2015-01-20 02:22:00,0.0
2015-01-20 02:22:30,0.0
2015-01-20 02:23:00,0.0
2015-01-20 02:23:30,0.0
2015-01-20 02:24:00,0.0
2015-01-20 02:24:30,0.0
2015-01-20 02:25:00,0.0
2015-01-20 02:25:30,0.0
2015-01-20 02:26:00,0.0
2015-01-20 02:26:30,0.0
2015-01-20 02:27:00,0.0
2015-01-20 02:27:30,0.0
2015-01-20 02:28:00,0.0
2015-01-20 02:28:30,0.0
2015-01-20 02:29:00,0.0
2015-01-20 02:29:30,0.0
2015-01-20 02:30:00,0.0
2015-01-20 02:30:30,0.0
2015-01-20 02:31:00,0.0
2015-01-20 02:31:30,0.0
2015-01-20 02:32:00,0.0
2015-01-20 02:32:30,0.0
2015-01-20 02:33:00,0.0
2015-01-20 02:33:30,0.0
2015-01-20 02:34:00,0.0
2015-01-20 02:34:30,0.0
2015-01-20 02:35:00,0.0
2015-01-20 02:35:30,0.0
2015-01-20 02:36:00,0.0
2015-01-20 02:36:30,0.0
2015-01-20 02:37:00,0.0
2015-01-20 02:37:30,0.0
2015-01-20 02:38:00,0.0
2015-01-20 02:38:30,0.0
2015-01-20 02:39:00,0.0
2015-01-20 02:39:30,0.0
2015-01-20 02:40:00,0.0
2015-01-20 02:40:30,0.0
2015-01-20 02:41:00,0.0
2015-01-20 02:41:30,0.0
2015-01-20 02:42:00,0.0
2015-01-20 02:42:30,0.0
2015-01-20 02:43:00,0.0
2015-01-20 02:43:30,0.0
2015-01-20 02:44:00,0.0
2015-01-20 02:44:30,0.0
2015-01-20 02:45:00,0.0
2015-01-20 02:45:30,0.0
2015-01-20 02:46:00,0.0
2015-01-20 02:46:30,0.0
2015-01-20 02:47:00,0.0
2015-01-20 02:47:30,0.0
2015-01-20 02:48:00,0.0
2015-01-20 02:48:30,0.0
2015-01-20 02:49:00,0.0
2015-01-20 02:49:30,0.0
2015-01-20 02:50:00,0.0
2015-01-20 02:50:30,0.0
2015-01-20 02:51:00,0.0
2015-01-20 02:51:30,0.0
2015-01-20 02:52:00,0.0
2015-01-20 02:52:30,0.0
2015-01-20 02:53:00,0.0
2015-01-20 02:53:30,0.0
2015-01-20 02:54:00,0.0
2015-01-20 02:54:30,0.0
2015-01-20 02:55:00,0.0
2015-01-20 02:55:30,0.0
2015-01-20 02:56:00,0.0
2015-01-20 02:56:30,0.0
2015-01-20 02:57:00,0.0
2015-01-20 02:57:30,0.0
2015-01-20 02:58:00,0.0
2015-01-20 02:58:30,0.0
2015-01-20 02:59:00,0.0
2015-01-20 02:59:30,0.0
2015-01-20 03:00:00,0.0
2015-01-20 03:00:30,0.0
2015-01-20 03:01:00,0.0
2015-01-20 03:01:30,0.0
2015-01-20 03:02:00,0.0
2015-01-20 03:02:30,0.0
2015-01-20 03:03:00,0.0
2015-01-20 03:03:30,0.0
2015-01-20 03:04:00,0.0
2015-01-20 03:04:30,0.0
2015-01-20 03:05:00,0.0
2015-01-20 03:05:30,0.0
2015-01-20 03:06:00,0.0
2015-01-20 03:06:30,0.0
2015-01-20 03:07:00,0.0
2015-01-20 03:07:30,0.0
2015-01-20 03:08:00,0.0
2015-01-20 03:08:30,0.0
2015-01-20 03:09:00,0.0
2015-01-20 03:09:30,0.0
2015-01-20 03:10:00,0.0
2015-01-20 03:10:30,0.0
2015-01-20 03:11:00,0.0
2015-01-20 03:11:30,0.0
2015-01-20 03:12:00,0.0
2015-01-20 03:12:30,0.0
2015-01-20 03:13:00,0.0
2015-01-20 03:13:30,0.0
2015-01-20 03:14:00,0.0
2015-01-20 03:14:30,0.0
2015-01-20 03:15:00,0.0
2015-01-20 03:15:30,0.0
2015-01-20 03:16:00,0.0
2015-01-20 03:16:30,0.0
2015-01-20 03:17:00,0.0
2015-01-20 03:17:30,0.0
2015-01-20 03:18:00,0.0
2015-01-20 03:18:30,0.0
2015-01-20 03:19:00,0.0
2015-01-20 03:19:30,0.0
2015-01-20 03:20:00,0.0
2015-01-20 03:20:30,0.0
2015-01-20 03:21:00,0.0
2015-01-20 03:21:30,0.0
2015-01-20 03:22:00,0.0
2015-01-20 03:22:30,0.0
2015-01-20 03:23:00,0.0
2015-01-20 03:23:30,0.0
2015-01-20 03:24:00,0.0
2015-01-20 03:24:30,0.0
2015-01-20 03:25:00,0.0
2015-01-20 03:25:30,0.0
2015-01-20 03:26:00,0.0
2015-01-20 03:26:30,0.0
2015-01-20 03:27:00,0.0
2015-01-20 03:27:30,0.0
2015-01-20 03:28:00,0.0
2015-01-20 03:28:30,0.0
2015-01-20 03:29:00,0.0
2015-01-20 03:29:30,0.0
2015-01-20 03:30:00,0.0
2015-01-20 03:30:30,0.0
2015-01-20 03:31:00,0.0
2015-01-20 03:31:30,0.0
2015-01-20 03:32:00,0.0
2015-01-20 03:32:30,0.0
2015-01-20 03:33:00,0.0
2015-01-20 03:33:30,0.0
2015-01-20 03:34:00,0.0
2015-01-20 03:34:30,0.0
2015-01-20 03:35:00,0.0
2015-01-20 03:35:30,0.0
2015-01-20 03:36:00,0.0
2015-01-20 03:36:30,0.0
2015-01-20 03:37:00,0.0
2015-01-20 03:37:30,0.0
2015-01-20 03:38:00,0.0
2015-01-20 03:38:30,0.0
2015-01-20 03:39:00,0.0
2015-01-20 03:39:30,0.0
2015-01-20 03:40:00,0.0
2015-01-20 03:40:30,0.0
2015-01-20 03:41:00,0.0
2015-01-20 03:41:30,0.0
2015-01-20 03:42:00,0.0
2015-01-20 03:42:30,0.0
2015-01-20 03:43:00,0.0
2015-01-20 03:43:30,0.0
2015-01-20 03:44:00,0.0
2015-01-20 03:44:30,0.0
2015-01-20 03:45:00,0.0
2015-01-20 03:45:30,0.0
2015-01-20 03:46:00,0.0
2015-01-20 03:46:30,0.0
2015-01-20 03:47:00,0.0
2015-01-20 03:47:30,0.0
2015-01-20 03:48:00,0.0
2015-01-20 03:48:30,0.0
2015-01-20 03:49:00,0.0
2015-01-20 03:49:30,0.0
2015-01-20 03:50:00,0.0
2015-01-20 03:50:30,0.0
2015-01-20 03:51:00,0.0
2015-01-20 03:51:30,0.0
2015-01-20 03:52:00,0.0
2015-01-20 03:52:30,0.0
2015-01-20 03:53:00,0.0
2015-01-20 03:53:30,0.0
2015-01-20 03:54:00,0.0
2015-01-20 03:54:30,0.0
2015-01-20 03:55:00,0.0
2015-01-20 03:55:30,0.0
2015-01-20 03:56:00,0.0
2015-01-20 03:56:30,0.0
2015-01-20 03:57:00,0.0
2015-01-20 03:57:30,0.0
2015-01-20 03:58:00,0.0
2015-01-20 03:58:30,0.0
2015-01-20 03:59:00,0.0
2015-01-20 03:59:30,0.0
2015-01-20 04:00:00,0.0
2015-01-20 04:00:30,0.0
2015-01-20 04:01:00,0.0
2015-01-20 04:01:30,0.0
2015-01-20 04:02:00,0.0
2015-01-20 04:02:30,0.0
2015-01-20 04:03:00,0.0
2015-01-20 04:03:30,0.0
2015-01-20 04:04:00,0.0
2015-01-20 04:04:30,0.0
2015-01-20 04:05:00,0.0
2015-01-20 04:05:30,0.0
2015-01-20 04:06:00,0.0
2015-01-20 04:06:30,0.0
2015-01-20 04:07:00,0.0
2015-01-20 04:07:30,0.0
2015-01-20 04:08:00,0.0
2015-01-20 04:08:30,0.0
2015-01-20 04:09:00,0.0
2015-01-20 04:09:30,0.0
2015-01-20 04:10:00,0.0
2015-01-20 04:10:30,0.0
2015-01-20 04:11:00,0.0
2015-01-20 04:11:30,0.0
2015-01-20 04:12:00,0.0
2015-01-20 04:12:30,0.0
2015-01-20 04:13:00,0.0
2015-01-20 04:13:30,0.0
2015-01-20 04:14:00,0.0
2015-01-20 04:14:30,0.0
2015-01-20 04:15:00,0.0
2015-01-20 04:15:30,0.0
2015-01-20 04:16:00,0.0
2015-01-20 04:16:30,0.0
2015-01-20 04:17:00,0.0
2015-01-20 04:17:30,0.0
2015-01-20 04:18:00,0.0
2015-01-20 04:18:30,0.0
2015-01-20 04:19:00,0.0
2015-01-20 04:19:30,0.0
2015-01-20 04:20:00,0.0
2015-01-20 04:20:30,0.0
2015-01-20 04:21:00,0.0
2015-01-20 04:21:30,0.0
2015-01-20 04:22:00,0.0
2015-01-20 04:22:30,0.0
2015-01-20 04:23:00,0.0
2015-01-20 04:23:30,0.0
2015-01-20 04:24:00,0.0
2015-01-20 04:24:30,0.0
2015-01-20 04:25:00,0.0
2015-01-20 04:25:30,0.0
2015-01-20 04:26:00,0.0
2015-01-20 04:26:30,0.0
2015-01-20 04:27:00,0.0
2015-01-20 04:27:30,0.0
2015-01-20 04:28:00,0.0
2015-01-20 04:28:30,0.0
2015-01-20 04:29:00,0.0
2015-01-20 04:29:30,0.0
2015-01-20 04:30:00,0.0
2015-01-20 04:30:30,0.0
2015-01-20 04:31:00,0.0
2015-01-20 04:31:30,0.0
2015-01-20 04:32:00,0.0
2015-01-20 04:32:30,0.0
2015-01-20 04:33:00,0.0
2015-01-20 04:33:30,0.0
2015-01-20 04:34:00,0.0
2015-01-20 04:34:30,0.0
2015-01-20 04:35:00,0.0
2015-01-20 04:35:30,0.0
2015-01-20 04:36:00,0.0
2015-01-20 04:36:30,0.0
2015-01-20 04:37:00,0.0
2015-01-20 04:37:30,0.0
2015-01-20 04:38:00,0.0
2015-01-20 04:38:30,0.0
2015-01-20 04:39:00,0.0
2015-01-20 04:39:30,0.0
2015-01-20 04:40:00,0.0
2015-01-20 04:40:30,0.0
2015-01-20 04:41:00,0.0
2015-01-20 04:41:30,0.0
2015-01-20 04:42:00,0.0
2015-01-20 04:42:30,0.0
2015-01-20 04:43:00,0.0
2015-01-20 04:43:30,0.0
2015-01-20 04:44:00,0.0
2015-01-20 04:44:30,0.0
2015-01-20 04:45:00,0.0
2015-01-20 04:45:30,0.0
2015-01-20 04:46:00,0.0
2015-01-20 04:46:30,0.0
2015-01-20 04:47:00,0.0
2015-01-20 04:47:30,0.0
2015-01-20 04:48:00,0.0
2015-01-20 04:48:30,0.0
2015-01-20 04:49:00,0.0
2015-01-20 04:49:30,0.0
2015-01-20 04:50:00,0.0
2015-01-20 04:50:30,0.0
2015-01-20 04:51:00,0.0
2015-01-20 04:51:30,0.0
2015-01-20 04:52:00,0.0
2015-01-20 04:52:30,0.0
2015-01-20 04:53:00,0.0
2015-01-20 04:53:30,0.0
2015-01-20 04:54:00,0.0
2015-01-20 04:54:30,0.0
2015-01-20 04:55:00,0.0
2015-01-20 04:55:30,0.0
2015-01-20 04:56:00,0.0
2015-01-20 04:56:30,0.0
2015-01-20 04:57:00,0.0
2015-01-20 04:57:30,0.0
2015-01-20 04:58:00,0.0
2015-01-20 04:58:30,0.0
2015-01-20 04:59:00,0.0
2015-01-20 04:59:30,0.0
2015-01-20 05:00:00,0.0
2015-01-20 05:00:30,0.0
2015-01-20 05:01:00,0.0
2015-01-20 05:01:30,0.0
2015-01-20 05:02:00,0.0
2015-01-20 05:02:30,0.0
2015-01-20 05:03:00,0.0
2015-01-20 05:03:30,0.0
2015-01-20 05:04:00,0.0
2015-01-20 05:04:30,0.0
2015-01-20 05:05:00,0.0
2015-01-20 05:05:30,0.0
2015-01-20 05:06:00,0.0
2015-01-20 05:06:30,0.0
2015-01-20 05:07:00,0.0
2015-01-20 05:07:30,0.0
2015-01-20 05:08:00,0.0
2015-01-20 05:08:30,0.0
2015-01-20 05:09:00,0.0
2015-01-20 05:09:30,0.0
2015-01-20 05:10:00,0.0
2015-01-20 05:10:30,0.0
2015-01-20 05:11:00,0.0
2015-01-20 05:11:30,0.0
2015-01-20 05:12:00,0.0
2015-01-20 05:12:30,0.0
2015-01-20 05:13:00,0.0
2015-01-20 05:13:30,0.0
2015-01-20 05:14:00,0.0
2015-01-20 05:14:30,0.0
2015-01-20 05:15:00,0.0
2015-01-20 05:15:30,0.0
2015-01-20 05:16:00,0.0
2015-01-20 05:16:30,0.0
2015-01-20 05:17:00,0.0
2015-01-20 05:17:30,0.0
2015-01-20 05:18:00,0.0
2015-01-20 05:18:30,0.0
2015-01-20 05:19:00,0.0
2015-01-20 05:19:30,0.0
2015-01-20 05:20:00,0.0
2015-01-20 05:20:30,0.0
2015-01-20 05:21:00,0.0
2015-01-20 05:21:30,0.0
2015-01-20 05:22:00,0.0
2015-01-20 05:22:30,0.0
2015-01-20 05:23:00,0.0
2015-01-20 05:23:30,0.0
2015-01-20 05:24:00,0.0
2015-01-20 05:24:30,0.0
2015-01-20 05:25:00,0.0
2015-01-20 05:25:30,0.0
2015-01-20 05:26:00,0.0
2015-01-20 05:26:30,0.0
2015-01-20 05:27:00,0.0
2015-01-20 05:27:30,0.0
2015-01-20 05:28:00,0.0
2015-01-20 05:28:30,0.0
2015-01-20 05:29:00,0.0
2015-01-20 05:29:30,0.0
2015-01-20 05:30:00,0.0
2015-01-20 05:30:30,0.0
2015-01-20 05:31:00,0.0
2015-01-20 05:31:30,0.0
2015-01-20 05:32:00,0.0
2015-01-20 05:32:30,0.0
2015-01-20 05:33:00,0.0
2015-01-20 05:33:30,0.0
2015-01-20 05:34:00,0.0
2015-01-20 05:34:30,0.0
2015-01-20 05:35:00,0.0
2015-01-20 05:35:30,0.0
2015-01-20 05:36:00,0.0
2015-01-20 05:36:30,0.0
2015-01-20 05:37:00,0.0
2015-01-20 05:37:30,0.0
2015-01-20 05:38:00,0.0
2015-01-20 05:38:30,0.0
2015-01-20 05:39:00,0.0
2015-01-20 05:39:30,0.0
2015-01-20 05:40:00,0.0
2015-01-20 05:40:30,0.0
2015-01-20 05:41:00,0.0
2015-01-20 05:41:30,0.0
2015-01-20 05:42:00,0.0
2015-01-20 05:42:30,0.0
2015-01-20 05:43:00,0.0
2015-01-20 05:43:30,0.0
2015-01-20 05:44:00,0.0
2015-01-20 05:44:30,0.0
2015-01-20 05:45:00,0.0
2015-01-20 05:45:30,0.0
2015-01-20 05:46:00,0.0
2015-01-20 05:46:30,0.0
2015-01-20 05:47:00,0.0
2015-01-20 05:47:30,0.0
2015-01-20 05:48:00,0.0
2015-01-20 05:48:30,0.0
2015-01-20 05:49:00,0.0
2015-01-20 05:49:30,0.0
2015-01-20 05:50:00,0.0
2015-01-20 05:50:30,0.0
2015-01-20 05:51:00,0.0
2015-01-20 05:51:30,0.0
2015-01-20 05:52:00,0.0
2015-01-20 05:52:30,0.0
2015-01-20 05:53:00,0.0
2015-01-20 05:53:30,0.0
2015-01-20 05:54:00,0.0
2015-01-20 05:54:30,0.0
2015-01-20 05:55:00,0.0
2015-01-20 05:55:30,0.0
2015-01-20 05:56:00,0.0
2015-01-20 05:56:30,0.0
2015-01-20 05:57:00,0.0
2015-01-20 05:57:30,0.0
2015-01-20 05:58:00,0.0
2015-01-20 05:58:30,0.0
2015-01-20 05:59:00,0.0
2015-01-20 05:59:30,0.0
2015-01-20 06:00:00,0.0
2015-01-20 06:00:30,0.0
2015-01-20 06:01:00,0.0
2015-01-20 06:01:30,0.0
2015-01-20 06:02:00,0.0
2015-01-20 06:02:30,0.0
2015-01-20 06:03:00,0.0
2015-01-20 06:03:30,0.0
2015-01-20 06:04:00,0.0
2015-01-20 06:04:30,0.0
2015-01-20 06:05:00,0.0
2015-01-20 06:05:30,0.0
2015-01-20 06:06:00,0.0
2015-01-20 06:06:30,0.0
2015-01-20 06:07:00,0.0
2015-01-20 06:07:30,0.0
2015-01-20 06:08:00,0.0
2015-01-20 06:08:30,0.0
2015-01-20 06:09:00,0.0
2015-01-20 06:09:30,0.0
2015-01-20 06:10:00,0.0
2015-01-20 06:10:30,0.0
2015-01-20 06:11:00,0.0
2015-01-20 06:11:30,0.0
2015-01-20 06:12:00,0.0
2015-01-20 06:12:30,0.0
2015-01-20 06:13:00,0.0
2015-01-20 06:13:30,0.0
2015-01-20 06:14:00,0.0
2015-01-20 06:14:30,0.0
2015-01-20 06:15:00,0.0
2015-01-20 06:15:30,0.0
2015-01-20 06:16:00,0.0
2015-01-20 06:16:30,0.0
2015-01-20 06:17:00,0.0
2015-01-20 06:17:30,0.0
2015-01-20 06:18:00,0.0
2015-01-20 06:18:30,0.0
2015-01-20 06:19:00,0.0
2015-01-20 06:19:30,0.0
2015-01-20 06:20:00,0.0
2015-01-20 06:20:30,0.0
2015-01-20 06:21:00,0.0
2015-01-20 06:21:30,0.0
2015-01-20 06:22:00,0.0
2015-01-20 06:22:30,0.0
2015-01-20 06:23:00,0.0
2015-01-20 06:23:30,0.0
2015-01-20 06:24:00,0.0
2015-01-20 06:24:30,0.0
2015-01-20 06:25:00,0.0
2015-01-20 06:25:30,0.0
2015-01-20 06:26:00,0.0
2015-01-20 06:26:30,0.0
2015-01-20 06:27:00,0.0
2015-01-20 06:27:30,0.0
2015-01-20 06:28:00,0.0
2015-01-20 06:28:30,0.0
2015-01-20 06:29:00,0.0
2015-01-20 06:29:30,0.0
2015-01-20 06:30:00,0.0
2015-01-20 06:30:30,0.0
2015-01-20 06:31:00,0.0
2015-01-20 06:31:30,0.0
2015-01-20 06:32:00,0.0
2015-01-20 06:32:30,0.0
2015-01-20 06:33:00,0.0
2015-01-20 06:33:30,0.0
2015-01-20 06:34:00,0.0
2015-01-20 06:34:30,0.0
2015-01-20 06:35:00,0.0
2015-01-20 06:35:30,0.0
2015-01-20 06:36:00,0.0
2015-01-20 06:36:30,0.0
2015-01-20 06:37:00,0.0
2015-01-20 06:37:30,0.0
2015-01-20 06:38:00,0.0
2015-01-20 06:38:30,0.0
2015-01-20 06:39:00,0.0
2015-01-20 06:39:30,0.0
2015-01-20 06:40:00,0.0
2015-01-20 06:40:30,0.0
2015-01-20 06:41:00,0.0
2015-01-20 06:41:30,0.0
2015-01-20 06:42:00,0.0
2015-01-20 06:42:30,0.0
2015-01-20 06:43:00,0.0
2015-01-20 06:43:30,0.0
2015-01-20 06:44:00,0.0
2015-01-20 06:44:30,0.0
2015-01-20 06:45:00,0.0
2015-01-20 06:45:30,0.0
2015-01-20 06:46:00,0.0
2015-01-20 06:46:30,0.0
2015-01-20 06:47:00,0.0
2015-01-20 06:47:30,0.0
2015-01-20 06:48:00,0.0
2015-01-20 06:48:30,0.0
2015-01-20 06:49:00,0.0
2015-01-20 06:49:30,0.0
2015-01-20 06:50:00,0.0
2015-01-20 06:50:30,0.0
