timestamp,power_north,power_south,power_total
2015-01-28 01:15:00,0.00,0.00,0.00
2015-01-28 01:45:00,0.00,0.00,0.00
2015-01-28 02:00:00,0.00,0.00,0.00
2015-01-28 02:15:00,0.00,0.00,0.00
2015-01-28 02:30:00,0.00,0.00,0.00
2015-01-28 02:45:00,0.00,0.00,0.00
2015-01-28 03:00:00,0.00,0.00,0.00
2015-01-28 03:15:00,0.00,0.00,0.00
2015-01-28 03:30:00,0.00,0.00,0.00
2015-01-28 03:45:00,0.00,0.00,0.00
2015-01-28 04:00:00,0.00,0.00,0.00
2015-01-28 04:15:00,0.00,0.00,0.00
2015-01-28 04:30:00,0.00,0.00,0.00
2015-01-28 04:45:00,0.00,0.00,0.00
2015-01-28 05:00:00,0.00,0.00,0.00
2015-01-28 05:15:00,0.00,0.00,0.00
2015-01-28 05:30:00,0.00,0.00,0.00
2015-01-28 05:45:00,0.00,0.00,0.00
2015-01-28 06:00:00,0.00,0.00,0.00
2015-01-28 06:15:00,0.00,0.00,0.00
2015-01-28 06:30:00,0.00,0.00,0.00
2015-01-28 06:45:00,0.00,0.00,0.00
2015-01-28 07:00:00,0.00,0.00,0.00
2015-01-28 07:15:00,0.00,0.00,0.00
2015-01-28 07:30:00,0.00,0.00,0.00
2015-01-28 07:45:00,0.00,0.00,0.00
2015-01-28 12:00:00,0.00,0.00,0.00
2015-01-28 12:15:00,0.00,0.00,0.00
2015-01-28 12:30:00,0.00,0.00,0.00
2015-01-28 12:45:00,0.00,0.00,0.00
2015-01-28 13:00:00,0.00,0.00,0.00
2015-01-28 13:15:00,0.00,0.00,0.00
2015-01-28 13:30:00,0.00,0.00,0.00
2015-01-28 13:45:00,0.00,0.00,0.00
2015-01-28 14:00:00,0.00,0.00,0.00
2015-01-28 14:15:00,0.00,0.00,0.00
2015-01-28 15:00:00,4.00,4.00,8.00
2015-01-28 15:15:00,18.00,19.00,37.00
2015-01-28 15:30:00,36.00,38.00,74.00
2015-01-28 15:45:00,60.00,66.00,126.00
2015-01-28 16:00:00,54.00,58.00,112.00
2015-01-28 16:15:00,77.00,86.00,163.00
2015-01-28 16:30:00,138.00,150.00,288.00
2015-01-28 16:45:00,186.00,201.00,387.00
2015-01-28 17:00:00,193.00,207.00,400.00
2015-01-28 17:15:00,241.00,257.00,498.00
2015-01-28 17:30:00,255.00,274.00,529.00
2015-01-28 17:45:00,263.00,278.00,541.00
2015-01-28 18:00:00,209.00,217.00,426.00
2015-01-28 18:15:00,256.00,266.00,522.00
2015-01-28 18:30:00,321.00,337.00,658.00
2015-01-28 18:45:00,311.00,328.00,639.00
2015-01-28 19:00:00,322.00,340.00,662.00
2015-01-28 19:15:00,146.00,151.00,297.00
2015-01-28 19:30:00,203.00,186.00,389.00
2015-01-28 19:45:00,305.00,307.00,612.00
2015-01-28 20:00:00,283.00,306.00,589.00
2015-01-28 20:15:00,266.00,279.00,545.00
2015-01-28 20:30:00,212.00,223.00,435.00
2015-01-28 20:45:00,184.00,191.00,375.00
2015-01-28 21:00:00,161.00,169.00,330.00
2015-01-28 21:15:00,142.00,149.00,291.00
2015-01-28 21:30:00,142.00,147.00,289.00
2015-01-28 21:45:00,136.00,142.00,278.00
2015-01-28 22:00:00,165.00,173.00,338.00
2015-01-28 22:15:00,131.00,135.00,266.00
2015-01-28 22:30:00,136.00,141.00,277.00
2015-01-28 22:45:00,128.00,134.00,262.00
2015-01-28 23:00:00,96.00,101.00,197.00
2015-01-28 23:15:00,80.00,83.00,163.00
2015-01-28 23:30:00,71.00,74.00,145.00
2015-01-28 23:45:00,59.00,61.00,120.00
2015-01-29 00:00:00,47.00,49.00,96.00
2015-01-29 00:15:00,36.00,38.00,74.00
2015-01-29 00:30:00,16.00,16.00,32.00
2015-01-29 00:45:00,9.00,10.00,19.00
2015-01-29 01:00:00,2.00,2.00,4.00
2015-01-29 01:45:00,0.00,0.00,0.00
2015-01-29 02:00:00,0.00,0.00,0.00
2015-01-29 02:15:00,0.00,0.00,0.00
2015-01-29 02:30:00,0.00,0.00,0.00
2015-01-29 02:45:00,0.00,0.00,0.00
2015-01-29 03:00:00,0.00,0.00,0.00
2015-01-29 03:15:00,0.00,0.00,0.00
2015-01-29 03:30:00,0.00,0.00,0.00
2015-01-29 03:45:00,0.00,0.00,0.00
2015-01-29 04:00:00,0.00,0.00,0.00
2015-01-29 04:15:00,0.00,0.00,0.00
2015-01-29 04:30:00,0.00,0.00,0.00
2015-01-29 04:45:00,0.00,0.00,0.00
2015-01-29 05:00:00,0.00,0.00,0.00
2015-01-29 05:15:00,0.00,0.00,0.00
2015-01-29 05:30:00,0.00,0.00,0.00
2015-01-29 05:45:00,0.00,0.00,0.00
2015-01-29 06:00:00,0.00,0.00,0.00
2015-01-29 06:15:00,0.00,0.00,0.00
2015-01-29 06:30:00,0.00,0.00,0.00
2015-01-29 06:45:00,0.00,0.00,0.00
2015-01-29 07:00:00,0.00,0.00,0.00
2015-01-29 07:15:00,0.00,0.00,0.00
2015-01-29 07:30:00,0.00,0.00,0.00
2015-01-29 07:45:00,0.00,0.00,0.00
2015-01-29 12:00:00,0.00,0.00,0.00
2015-01-29 12:15:00,0.00,0.00,0.00
2015-01-29 12:30:00,0.00,0.00,0.00
2015-01-29 12:45:00,0.00,0.00,0.00
2015-01-29 13:00:00,0.00,0.00,0.00
2015-01-29 13:15:00,0.00,0.00,0.00
2015-01-29 13:30:00,0.00,0.00,0.00
2015-01-29 13:45:00,0.00,0.00,0.00
2015-01-29 14:00:00,0.00,0.00,0.00
2015-01-29 14:15:00,0.00,0.00,0.00
2015-01-29 14:30:00,0.00,0.00,0.00
2015-01-29 15:00:00,0.00,0.00,0.00
2015-01-29 15:15:00,4.00,4.00,8.00
2015-01-29 15:30:00,9.00,9.00,18.00
2015-01-29 15:45:00,18.00,20.00,38.00
2015-01-29 16:00:00,26.00,27.00,53.00
2015-01-29 16:15:00,26.00,28.00,54.00
2015-01-29 16:30:00,48.00,51.00,99.00
2015-01-29 16:45:00,70.00,73.00,143.00
2015-01-29 17:00:00,79.00,83.00,162.00
2015-01-29 17:15:00,79.00,83.00,162.00
2015-01-29 17:30:00,92.00,97.00,189.00
2015-01-29 17:45:00,169.00,172.00,341.00
2015-01-29 18:00:00,152.00,158.00,310.00
2015-01-29 18:15:00,155.00,162.00,317.00
2015-01-29 18:30:00,125.00,130.00,255.00
2015-01-29 18:45:00,114.00,117.00,231.00
2015-01-29 19:00:00,101.00,106.00,207.00
2015-01-29 19:15:00,113.00,118.00,231.00
2015-01-29 19:30:00,93.00,97.00,190.00
2015-01-29 19:45:00,88.00,92.00,180.00
2015-01-29 20:00:00,117.00,121.00,238.00
2015-01-29 20:15:00,149.00,155.00,304.00
2015-01-29 20:30:00,164.00,170.00,334.00
2015-01-29 20:45:00,161.00,168.00,329.00
2015-01-29 21:00:00,118.00,122.00,240.00
2015-01-29 21:15:00,136.00,140.00,276.00
2015-01-29 21:30:00,98.00,102.00,200.00
2015-01-29 21:45:00,101.00,105.00,206.00
2015-01-29 22:00:00,86.00,90.00,176.00
2015-01-29 22:15:00,70.00,73.00,143.00
2015-01-29 22:30:00,56.00,58.00,114.00
2015-01-29 22:45:00,28.00,29.00,57.00
2015-01-29 23:00:00,25.00,26.00,51.00
2015-01-29 23:15:00,30.00,31.00,61.00
2015-01-29 23:30:00,34.00,35.00,69.00
2015-01-29 23:45:00,31.00,32.00,63.00
2015-01-30 00:00:00,23.00,24.00,47.00
2015-01-30 00:15:00,11.00,11.00,22.00
2015-01-30 00:30:00,11.00,12.00,23.00
2015-01-30 00:45:00,2.00,3.00,5.00
2015-01-30 01:00:00,0.00,0.00,0.00
2015-01-30 01:45:00,0.00,0.00,0.00
2015-01-30 02:00:00,0.00,0.00,0.00
2015-01-30 02:15:00,0.00,0.00,0.00
2015-01-30 02:30:00,0.00,0.00,0.00
2015-01-30 02:45:00,0.00,0.00,0.00
2015-01-30 03:00:00,0.00,0.00,0.00
2015-01-30 03:15:00,0.00,0.00,0.00
2015-01-30 03:30:00,0.00,0.00,0.00
2015-01-30 03:45:00,0.00,0.00,0.00
2015-01-30 04:00:00,0.00,0.00,0.00
2015-01-30 04:15:00,0.00,0.00,0.00
2015-01-30 04:30:00,0.00,0.00,0.00
2015-01-30 04:45:00,0.00,0.00,0.00
2015-01-30 05:00:00,0.00,0.00,0.00
2015-01-30 05:15:00,0.00,0.00,0.00
2015-01-30 05:30:00,0.00,0.00,0.00
2015-01-30 05:45:00,0.00,0.00,0.00
2015-01-30 06:00:00,0.00,0.00,0.00
2015-01-30 06:15:00,0.00,0.00,0.00
2015-01-30 06:30:00,0.00,0.00,0.00
2015-01-30 06:45:00,0.00,0.00,0.00
2015-01-30 07:00:00,0.00,0.00,0.00
2015-01-30 07:15:00,0.00,0.00,0.00
2015-01-30 07:30:00,0.00,0.00,0.00
2015-01-30 07:45:00,0.00,0.00,0.00
2015-01-30 12:00:00,0.00,0.00,0.00
2015-01-30 12:15:00,0.00,0.00,0.00
2015-01-30 12:30:00,0.00,0.00,0.00
2015-01-30 12:45:00,0.00,0.00,0.00
2015-01-30 13:00:00,0.00,0.00,0.00
2015-01-30 13:15:00,0.00,0.00,0.00
2015-01-30 13:30:00,0.00,0.00,0.00
2015-01-30 13:45:00,0.00,0.00,0.00
2015-01-30 14:00:00,0.00,0.00,0.00
2015-01-30 14:15:00,0.00,0.00,0.00
2015-01-30 14:30:00,0.00,0.00,0.00
2015-01-30 15:00:00,0.00,1.00,1.00
2015-01-30 15:15:00,8.00,9.00,17.00
2015-01-30 15:30:00,14.00,15.00,29.00
2015-01-30 15:45:00,18.00,19.00,37.00
2015-01-30 16:00:00,19.00,20.00,39.00
2015-01-30 16:15:00,26.00,27.00,53.00
2015-01-30 16:30:00,37.00,37.00,74.00
2015-01-30 16:45:00,45.00,46.00,91.00
2015-01-30 17:00:00,46.00,48.00,94.00
2015-01-30 17:15:00,43.00,46.00,89.00
2015-01-30 17:30:00,37.00,39.00,76.00
2015-01-30 17:45:00,58.00,61.00,119.00
2015-01-30 18:00:00,49.00,51.00,100.00
2015-01-30 18:15:00,46.00,49.00,95.00
2015-01-30 18:30:00,39.00,40.00,79.00
2015-01-30 18:45:00,35.00,36.00,71.00
2015-01-30 19:00:00,44.00,45.00,89.00
2015-01-30 19:15:00,57.00,56.00,113.00
2015-01-30 19:30:00,71.00,71.00,142.00
2015-01-30 19:45:00,75.00,78.00,153.00
2015-01-30 20:00:00,76.00,79.00,155.00
2015-01-30 20:15:00,91.00,92.00,183.00
2015-01-30 20:30:00,125.00,128.00,253.00
2015-01-30 20:45:00,136.00,141.00,277.00
2015-01-30 21:00:00,127.00,133.00,260.00
2015-01-30 21:15:00,107.00,110.00,217.00
2015-01-30 21:30:00,108.00,111.00,219.00
2015-01-30 21:45:00,90.00,93.00,183.00
2015-01-30 22:00:00,82.00,87.00,169.00
2015-01-30 22:15:00,64.00,68.00,132.00
2015-01-30 22:30:00,70.00,73.00,143.00
2015-01-30 22:45:00,66.00,70.00,136.00
2015-01-30 23:00:00,72.00,73.00,145.00
2015-01-30 23:15:00,68.00,71.00,139.00
2015-01-30 23:30:00,62.00,64.00,126.00
2015-01-30 23:45:00,55.00,56.00,111.00
2015-01-31 00:00:00,44.00,45.00,89.00
2015-01-31 00:15:00,29.00,30.00,59.00
2015-01-31 00:30:00,16.00,16.00,32.00
2015-01-31 00:45:00,10.00,10.00,20.00
2015-01-31 01:00:00,3.00,4.00,7.00
2015-01-31 01:15:00,0.00,0.00,0.00
2015-01-31 01:45:00,0.00,0.00,0.00
2015-01-31 02:00:00,0.00,0.00,0.00
2015-01-31 02:15:00,0.00,0.00,0.00
2015-01-31 02:30:00,0.00,0.00,0.00
2015-01-31 02:45:00,0.00,0.00,0.00
2015-01-31 03:00:00,0.00,0.00,0.00
2015-01-31 03:15:00,0.00,0.00,0.00
2015-01-31 03:30:00,0.00,0.00,0.00
2015-01-31 03:45:00,0.00,0.00,0.00
2015-01-31 04:00:00,0.00,0.00,0.00
2015-01-31 04:15:00,0.00,0.00,0.00
2015-01-31 04:30:00,0.00,0.00,0.00
2015-01-31 04:45:00,0.00,0.00,0.00
2015-01-31 05:00:00,0.00,0.00,0.00
2015-01-31 05:15:00,0.00,0.00,0.00
2015-01-31 05:30:00,0.00,0.00,0.00
2015-01-31 05:45:00,0.00,0.00,0.00
2015-01-31 06:00:00,0.00,0.00,0.00
2015-01-31 06:15:00,0.00,0.00,0.00
2015-01-31 06:30:00,0.00,0.00,0.00
2015-01-31 06:45:00,0.00,0.00,0.00
2015-01-31 07:00:00,0.00,0.00,0.00
2015-01-31 07:15:00,0.00,0.00,0.00
2015-01-31 07:30:00,0.00,0.00,0.00
2015-01-31 07:45:00,0.00,0.00,0.00
2015-01-31 12:00:00,0.00,0.00,0.00
2015-01-31 12:15:00,0.00,0.00,0.00
2015-01-31 12:30:00,0.00,0.00,0.00
2015-01-31 12:45:00,0.00,0.00,0.00
2015-01-31 13:00:00,0.00,0.00,0.00
2015-01-31 13:15:00,0.00,0.00,0.00
2015-01-31 13:30:00,0.00,0.00,0.00
2015-01-31 13:45:00,0.00,0.00,0.00
2015-01-31 14:00:00,0.00,0.00,0.00
2015-01-31 14:15:00,0.00,0.00,0.00
2015-01-31 14:30:00,0.00,0.00,0.00
2015-01-31 15:00:00,0.00,1.00,1.00
2015-01-31 15:15:00,7.00,7.00,14.00
2015-01-31 15:30:00,6.00,7.00,13.00
2015-01-31 15:45:00,8.00,8.00,16.00
2015-01-31 16:00:00,42.00,65.00,107.00
2015-01-31 16:15:00,25.00,41.00,66.00
2015-01-31 16:30:00,117.00,113.00,230.00
2015-01-31 16:45:00,79.00,82.00,161.00
2015-01-31 17:00:00,20.00,24.00,44.00
2015-01-31 17:15:00,32.00,28.00,60.00
2015-01-31 17:30:00,98.00,101.00,199.00
2015-01-31 17:45:00,78.00,78.00,156.00
2015-01-31 18:00:00,111.00,125.00,236.00
2015-01-31 18:15:00,195.00,183.00,378.00
2015-01-31 18:30:00,262.00,326.00,588.00
2015-01-31 18:45:00,324.00,299.00,623.00
2015-01-31 19:00:00,341.00,361.00,702.00
2015-01-31 19:15:00,368.00,390.00,758.00
2015-01-31 19:30:00,180.00,181.00,361.00
2015-01-31 19:45:00,416.00,449.00,865.00
2015-01-31 20:00:00,354.00,371.00,725.00
2015-01-31 20:15:00,106.00,105.00,211.00
2015-01-31 20:30:00,282.00,357.00,639.00
2015-01-31 20:45:00,348.00,368.00,716.00
2015-01-31 21:00:00,346.00,367.00,713.00
2015-01-31 21:15:00,337.00,355.00,692.00
2015-01-31 21:30:00,324.00,331.00,655.00
2015-01-31 21:45:00,328.00,308.00,636.00
2015-01-31 22:00:00,314.00,324.00,638.00
2015-01-31 22:15:00,284.00,297.00,581.00
2015-01-31 22:30:00,263.00,271.00,534.00
2015-01-31 22:45:00,242.00,249.00,491.00
2015-01-31 23:00:00,224.00,229.00,453.00
2015-01-31 23:15:00,200.00,201.00,401.00
2015-01-31 23:30:00,181.00,181.00,362.00
2015-01-31 23:45:00,146.00,147.00,293.00
